TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:00:53,0.00,7E76F1,-52C41A,DFAA0B,A2E688,54A1FB,-2330,
0:00:55,0.00,7E7A7D,-53049A,DFAA08,A2BA06,556E32,16684C,
0:00:56,0.00,7E7638,-52BAE0,DFAA00,A2C624,5BA301,-2A9F,
0:00:57,0.00,7E7510,-52ED83,DFA9F4,A2BB44,586E98,-1A93,
0:00:58,0.00,7E7279,-52CB1E,DFAA04,A2C00E,573C61,-2092,
0:00:59,0.00,7E7661,-52D950,DFAA01,A2BFC2,5845D2,-8E5B2D,
0:01:01,0.00,7E73C1,-52BB29,DFA9FA,A2B9C5,68917D,-18A1,
0:01:02,0.00,7E7A82,-52FCFB,DFA9FE,A2B852,70F76D,B33D79,
0:01:03,0.00,7E791A,-52B905,DFA9E9,A2BBA4,7A496D,-3DE539,
0:01:04,0.00,7E7A3E,-52EE30,DFA9EB,A2BB69,-149360,-1DC27,
0:01:05,0.00,7E7AAF,-52CA8C,DFAA02,A2C9CA,54A571,-2990,
0:01:06,0.00,7E787D,-52E843,DFAA01,A2BFFC,4F4D97,-2E42,
0:01:08,0.00,7E798A,-52C899,DFA9FA,A2BDD1,6407A5,-2E15,
0:01:09,0.00,7E77CE,-5303B0,DFA9F3,A2CA09,5629B1,-1ACB,
0:01:10,0.00,7E77CC,-52C1E3,DFA9F1,A2D20A,51C4BC,-29C0,
0:01:11,0.00,7E7948,-53055A,DFAA04,A2C3BB,78A225,23CEA,
0:01:12,0.00,7E76DE,-52BB97,DFA9E8,A2BF46,5012FE,-2797,
0:01:13,0.00,7E7D94,-52F986,DFA9EB,A2C5AC,5D41BD,-13D5,
0:01:15,0.00,7E78CB,-52D691,DFA9FA,A2BD82,5A7CD1,-23E7,
0:01:16,0.00,7E7B9B,-52F70D,DFA9F3,A2BFD8,500B7D,-26C5,
0:01:17,0.00,7E7B2F,-52CE6C,DFAA0D,A2C1E8,6A363F,847E,
0:01:18,0.00,7E77F0,-53093E,DFAA04,A2C979,4E1C22,-26E2,
0:01:19,0.00,7E777A,-52C2E1,DFA9F9,A2C4A2,58DE04,-2A6D,
